ID,name,email,phone,status,donorType,isRecurringDonor,isHNI
e7fa0fdc-738d-4c41-a9a4-4fa0fd7fc385,Murphy Enterprises,murphy.enterprises@icloud.com,(206) 492-3606,Active,Corporate,false,true
4df33a6d-66a2-4b58-8f3b-7ace4c39defe,Parker Associates,parker.associates@icloud.com,(703) 852-4125,Active,Corporate,false,false
103cfff3-6bbf-48fb-bccf-0afad33ae580,Christopher Hall,christopher.hall@yahoo.com,(703) 540-4579,Active,Individual,false,true
f74db8ca-f275-47d6-ac0a-1ed04532673b,Flores Charitable Foundation,flores.charitable.foundation@gmail.com,(617) 370-5134,Active,Foundation,false,true
b9a92411-cce8-48ec-93ff-a1c4b30a7964,Mitchell Industries,mitchell.industries352@aol.com,(650) 507-7039,Active,Corporate,true,false
709d9d88-b1a1-42ec-adf9-49e7c101abad,Flores International,flores.international729@yahoo.com,(312) 984-1182,Active,Corporate,true,false
72fa3380-f643-4b4a-9844-24f6b72445db,Daniel Martin,daniel.martin@hotmail.com,(310) 853-5202,Active,Individual,true,false
6903bd23-60d0-4465-b296-91aeb40499bb,Adams Manufacturing,adams.manufacturing@yahoo.com,(214) 835-3854,Active,Corporate,true,false
1b876238-4a5f-4e24-88d1-93c4ded61ffc,Nelson Memorial Foundation,nelson.memorial.foundation@gmail.com,(212) 498-5387,Active,Foundation,true,false
320ab4aa-ccb0-48fe-be17-d37007bf3a61,Rogers Memorial Foundation,rogers.memorial.foundation861@gmail.com,(206) 487-7585,In-Active,Foundation,true,true
b6d5e021-a668-47d0-b247-2b96cd50f4fb,Gary White,gary.white483@yahoo.com,(323) 624-5389,In-Active,Individual,true,false
9c269994-bcf4-4fb0-a5af-a8d6e40f9211,Thomas Manufacturing,thomas.manufacturing@icloud.com,(703) 822-2220,Active,Corporate,true,false
06dca28d-cb9c-45af-b6f1-9cc5e569e6e1,Carter Enterprises,carter.enterprises@gmail.com,(818) 941-8440,Active,Corporate,false,false
4f7e8800-4500-4e92-8494-99bcb634fe4f,Paul Miller,paul.miller@gmail.com,(310) 132-8992,Active,Individual,true,false
9675d08b-35b6-4168-bff5-00e20564ac3d,Diaz Charitable Foundation,diaz.charitable.foundation@hotmail.com,(818) 666-8827,Active,Foundation,false,false
40588ea5-3ed8-42da-b85e-806255e06e31,Rogers Enterprises,rogers.enterprises@gmail.com,(404) 903-8414,Active,Corporate,true,false
149933cc-0be8-47d8-951b-2bdf74ca2c55,Flores Scholarship Foundation,flores.scholarship.foundation416@icloud.com,(415) 877-7853,Active,Foundation,false,false
0774b0c8-3af9-4a35-9dc2-13310a77193b,Eric Walker,eric.walker@outlook.com,(206) 930-5051,Active,Individual,false,false
01d3667b-26c2-4249-b24a-34a7d00c4026,Miller Group LLC,miller.group.llc@hotmail.com,(323) 645-9458,Active,Corporate,false,true
5b26cf5c-08ae-4702-86ea-bd2a9d30c18b,Walker Partners,walker.partners80@aol.com,(949) 693-2242,Active,Corporate,false,true
ff8de4ac-3619-4613-a80f-f30e5a53c963,Anderson Associates,anderson.associates@yahoo.com,(704) 641-1111,Active,Corporate,true,false
02567e1e-be50-4bd2-aafb-e618c53eb3a3,Sarah Harris,sarah.harris810@icloud.com,(206) 762-1880,In-Active,Individual,false,false
3102a91a-0f32-49ab-ba9c-e01bd783d9d3,Cruz Consulting,cruz.consulting457@gmail.com,(310) 246-6068,Active,Corporate,false,true
ce34e58a-a4fe-4730-9dd0-5ddad9ff4d37,Murphy Scholarship Foundation,murphy.scholarship.foundation@icloud.com,(703) 286-9271,Active,Foundation,true,false
e621845c-09f6-4953-b9d8-b764ec382db3,William Harris,william.harris@aol.com,(703) 416-8514,Active,Individual,false,false
90e4ae07-9010-4113-8ade-9a30fd866e30,Thompson Family Foundation,thompson.family.foundation@gmail.com,(212) 846-6560,Active,Foundation,false,false
2d8b51a1-be86-4877-a3c0-ccb386ac7754,Morris Associates,morris.associates@outlook.com,(713) 531-6887,Active,Corporate,true,false
5ebd3b10-df3b-469c-bb10-58cadb0bb30f,Helen Moore,helen.moore@icloud.com,(617) 749-7167,Active,Individual,true,false
ec7797c5-edfb-4957-9f54-0fa4c1f5c22a,Deborah Edwards,deborah.edwards225@icloud.com,(703) 246-6196,Active,Individual,false,true
f1aed2a6-1ed4-4f1c-80b1-7ca6f983b96e,Kimberly Morris,kimberly.morris264@icloud.com,(617) 114-8641,Active,Individual,true,false
0440c665-6106-45b0-aeb4-1d823b41f21f,Carol Gomez,carol.gomez103@outlook.com,(617) 577-8373,Active,Individual,true,false
452a6191-9dae-49bf-80a7-eb2b032df6c5,Roberts Memorial Foundation,roberts.memorial.foundation508@outlook.com,(323) 248-7942,Active,Foundation,true,true
c2c33dc4-6c49-4451-9f37-1caee212031d,Lopez Technologies Inc,lopez.technologies.inc796@gmail.com,(818) 225-6419,Active,Corporate,true,true
189c7c58-4b89-49c7-9d60-fdf3fc3210d0,Gonzalez Enterprises,gonzalez.enterprises@gmail.com,(818) 799-8503,Active,Corporate,false,false
385366a3-9363-4e76-8df9-e1207e615a16,Cruz Partners,cruz.partners@yahoo.com,(305) 638-7958,Active,Corporate,true,false
73c4d241-ee44-4e64-af97-6e1087c03c77,Stephen Edwards,stephen.edwards@outlook.com,(818) 926-1697,Active,Individual,false,false
3cda5b14-f998-447e-893f-22037fd2fa91,Betty Nelson,betty.nelson@gmail.com,(206) 345-2707,In-Active,Individual,true,false
5409b5ad-c3e1-4d43-bad9-f8dd7194bb20,Robinson Health Foundation,robinson.health.foundation@gmail.com,(313) 473-9820,Active,Foundation,false,false
53ec1ec4-64d7-4f9d-832b-deb1fc75c26b,Evans Solutions LLC,evans.solutions.llc88@hotmail.com,(415) 492-6830,Active,Corporate,true,true
13811fda-2b02-44e1-ac08-635baa4c5641,Walker Health Foundation,walker.health.foundation@aol.com,(313) 896-5140,Active,Foundation,true,false
45acc693-33b5-4880-b410-c2c356e2233e,Evans Research Foundation,evans.research.foundation@aol.com,(703) 425-9996,Active,Foundation,true,false
f6c11317-e641-41c7-96a3-92e91f09caa1,Williams International,williams.international782@icloud.com,(305) 395-5306,In-Active,Corporate,true,false
ada4d1cb-cb54-4c6b-b2fb-de57606a075b,Donald Reyes,donald.reyes888@yahoo.com,(310) 519-4036,In-Active,Individual,true,true
8ebf90a2-070d-4ca7-b86b-1f7699da132b,Lisa Collins,lisa.collins692@icloud.com,(650) 834-8274,Active,Individual,true,false
17e114bd-cff5-46f8-a8da-b0fbdcafa61f,Lewis Charitable Foundation,lewis.charitable.foundation777@hotmail.com,(202) 134-9728,Active,Foundation,true,true
9aa26d1b-060a-4b1b-a83d-01baaa3956e7,Daniel Gutierrez,daniel.gutierrez462@gmail.com,(313) 814-9948,Active,Individual,true,false
7a581c4d-80c1-4079-ae81-44107c01fd0c,Stewart Family Foundation,stewart.family.foundation19@outlook.com,(510) 976-3233,Active,Foundation,true,false
b72d6557-6e0c-49e6-84ff-4523513e09e7,Davis Health Foundation,davis.health.foundation@hotmail.com,(703) 751-4833,In-Active,Foundation,true,false
4380e8a1-6758-488c-a3b4-54a998bf5c16,Morris Financial Services,morris.financial.services100@gmail.com,(415) 908-4659,In-Active,Corporate,true,false
20e27922-37ba-4c00-89aa-a82789a8d70a,Miller Foundation,miller.foundation367@gmail.com,(713) 977-1540,Active,Foundation,false,false
a7af4405-0ea6-4719-bdc0-34c1f59d239d,Cruz Scholarship Foundation,cruz.scholarship.foundation906@outlook.com,(313) 199-7938,Active,Foundation,true,true
acd97db0-b5cd-4efe-a0ad-c0473af4cbea,Barbara Phillips,barbara.phillips447@outlook.com,(617) 285-2676,In-Active,Individual,true,false
63b8e6b1-24bb-47db-8ce7-49917abf7b26,Baker Solutions LLC,baker.solutions.llc21@gmail.com,(510) 313-8701,Active,Corporate,true,false
8637cb90-7ed3-4d0b-ba94-e3b5c7cc310d,Richard Carter,richard.carter@aol.com,(202) 391-8899,Active,Individual,true,false
3f7f06f6-e8aa-4f77-a15b-b241bdb33076,George Roberts,george.roberts@hotmail.com,(510) 747-8770,Active,Individual,true,false
b5f2fa68-1dee-474b-ab2a-58e3014ff973,Brown Partners,brown.partners@hotmail.com,(415) 176-7564,Active,Corporate,false,false
7242997a-7d16-4b63-a173-ee0292d03452,Hill Educational Foundation,hill.educational.foundation@icloud.com,(312) 357-8019,Active,Foundation,true,false
73beacc0-caef-42d0-bb4f-24501ace9f68,Stephen Hall,stephen.hall@icloud.com,(313) 811-7999,Active,Individual,false,true
5cdb9724-0894-4155-8cf2-6fbf8af12396,Susan White,susan.white@hotmail.com,(415) 287-8768,Active,Individual,true,true
3d0cae60-7c05-4cf0-92b2-08702caeaed8,Stewart Research Foundation,stewart.research.foundation986@gmail.com,(212) 781-5335,Active,Foundation,true,false
