ID,donorName,donorEmail,donorPhone,city,amount,currencyCode,donationDate,cause,campaign,donor_ID
381423c7-2857-4f4f-b26f-400a343b84e1,Lewis Charitable Foundation,lewis.charitable.foundation777@hotmail.com,(202) 134-9728,Dallas,3977,USD,2025-03-06,Arts & Culture,Dallas Community Arts & Culture Foundation,17e114bd-cff5-46f8-a8da-b0fbdcafa61f
874ba1c3-b2a9-4c55-ad68-eb40b08863ae,Timothy Jones,timothy.jones176@hotmail.com,(949) 341-8471,Denver,573,USD,2025-03-12,Religious Activities,Future of Denver Religious Activities,70d605fb-e6c0-4cc3-b33a-147924ea138a
3d1ae315-a25a-4688-a842-f89ca0167cd8,Green Community Foundation,green.community.foundation107@aol.com,(704) 235-7248,Miami,1037,USD,2025-07-18,Disaster Relief,Disaster Relief Relief for Miami,d83a9dcb-a1c6-4dba-8cfb-5788495cb4ab
2eea1cec-5607-4343-b762-55911dda4f9f,Deborah Edwards,deborah.edwards225@icloud.com,(703) 246-6196,Portland,1100,USD,2025-10-20,International Aid,Portland Community International Aid Fund,ec7797c5-edfb-4957-9f54-0fa4c1f5c22a
5dfe627a-e246-4634-8eec-2ace7f45f5b6,Carol Gomez,carol.gomez103@outlook.com,(617) 577-8373,Kansas City,1186,USD,2025-04-12,Environment,Environment Relief for Kansas City,0440c665-6106-45b0-aeb4-1d823b41f21f
b335bc22-8995-40f5-b5ec-4c9d4e078450,Rodriguez Charitable Foundation,rodriguez.charitable.foundation@aol.com,(212) 931-1283,Tampa,3026,USD,2025-01-25,Environment,Emergency Fund for Environment Relief Effort,096f4a69-87f3-42f1-a3a6-9b32bc697a76
ae85deac-ca4a-4899-afe2-408d6a25b974,Thomas Partners,thomas.partners940@outlook.com,(713) 212-4465,New Orleans,1755,USD,2024-09-21,Animal Welfare,Emergency Fund for New Orleans Animal Welfare,34c61568-754a-4892-8bf5-be5b7b7826c3
ea318142-e37e-4070-bd5d-dbbea0ad24d7,William Harris,william.harris@aol.com,(703) 416-8514,Miami,2071,USD,2024-06-25,Youth Development,Annual Youth Development Relief Effort,e621845c-09f6-4953-b9d8-b764ec382db3
1d2be034-e77f-4c9e-99a2-c650050c38c4,Lewis Charitable Foundation,lewis.charitable.foundation777@hotmail.com,(202) 134-9728,El Paso,3624,USD,2024-11-22,Community Development,Community Development Relief for El Paso,17e114bd-cff5-46f8-a8da-b0fbdcafa61f
f01eddde-f3cb-40fa-8b1a-4c915ee9d774,Richard Walker,richard.walker@aol.com,(212) 555-5704,Indianapolis,263,USD,2024-05-20,Youth Development,Indianapolis Community Youth Development Campaign,f2a91614-e719-400f-8287-179c37001c32
7c24bb1a-2419-4eef-9351-1133fcb47605,Cruz Scholarship Foundation,cruz.scholarship.foundation906@outlook.com,(313) 199-7938,Indianapolis,1169,USD,2024-09-07,Youth Development,Indianapolis Community Youth Development Campaign,a7af4405-0ea6-4719-bdc0-34c1f59d239d
926a151d-0bf5-4928-8b93-039feaf1ba91,Wright Corp,wright.corp@hotmail.com,(313) 120-3259,Denver,1031,USD,2025-01-29,Food Security,Restore Denver Food Security,75d887f1-5145-422d-9bb2-0afd4a4554c4
b6ebb205-bb93-4ca1-8bda-69be75611529,Wright Holdings,wright.holdings@yahoo.com,(617) 128-2843,El Paso,279,USD,2025-08-07,Arts & Culture,Emergency Arts & Culture Foundation,a8412df4-9343-4931-b453-907984698fd0
39bafcb9-1a02-4884-a412-5282acaa76eb,Wilson Systems Inc,wilson.systems.inc@aol.com,(713) 226-1443,Charlotte,3377,USD,2025-11-05,Food Security,Charlotte Community Food Security Initiative,39e1024a-06aa-43fa-aaba-706bc8e91a6f
8d70612a-eeb8-4c08-b15a-ed903f1d7f3c,Morgan Systems Inc,morgan.systems.inc406@outlook.com,(713) 968-4611,Charlotte,3898,USD,2025-03-29,Environment,Charlotte Environment Fund,c2c23588-d60b-422c-bed2-ab6430f617c9
f9ccd2ec-c3e0-42ad-b897-ffe97acd931f,Barbara Phillips,barbara.phillips447@outlook.com,(617) 285-2676,Jacksonville,2050,USD,2024-04-20,Education,Jacksonville Community Education Fund,acd97db0-b5cd-4efe-a0ad-c0473af4cbea
25e9bd74-efcb-4bbd-b8a8-cdc2f7b6b840,James Jackson,james.jackson@hotmail.com,(704) 194-3923,Indianapolis,371,USD,2025-01-24,Animal Welfare,Indianapolis Community Animal Welfare Program,714956f8-ee58-4166-96a2-0f9fdb3f896a
3063e5cf-d1ca-4b92-a8c4-41b5145a2d44,Nelson Memorial Foundation,nelson.memorial.foundation@gmail.com,(212) 498-5387,Miami,332,USD,2025-04-19,Poverty Alleviation,Community Poverty Alleviation Project,1b876238-4a5f-4e24-88d1-93c4ded61ffc
50d3f026-ff21-4b45-9749-b694db43804c,Diaz Community Foundation,diaz.community.foundation813@outlook.com,(312) 502-1655,San Francisco,2286,USD,2024-02-16,Arts & Culture,San Francisco Community Arts & Culture Foundation,d8bdbab3-fd12-431b-a1ac-d2963fb0038e
702ccf38-84bd-4abc-b2b7-1a5544014599,Morris Trust,morris.trust815@gmail.com,(310) 454-1382,Memphis,1059,USD,2025-10-11,Healthcare,Restore Memphis Healthcare,ffff9d69-41e7-4f19-8685-afa4f6ca7ae9
95d9a026-f77c-4ff5-8ba8-68737d17155b,Hernandez Trust,hernandez.trust@gmail.com,(212) 646-6059,Washington DC,2699,USD,2024-12-10,Children's Services,Children's Services Relief for Washington DC,f023765b-6b11-4f77-8921-c2f8e14cab6e
80e82a59-c411-414d-a543-76d481b9e04a,Robinson Services Inc,robinson.services.inc403@hotmail.com,(202) 658-4283,Louisville,1534,USD,2024-12-10,Research & Development,Research & Development Relief for Louisville,30fc3e66-f58b-47c0-be72-ce3bb08f63c4
b48175b9-11a6-4205-abeb-487d798abafa,Robinson Family Foundation,robinson.family.foundation997@outlook.com,(212) 222-1929,Indianapolis,1535,USD,2025-08-15,Housing,Restore Housing Assistance Program,46c52612-8543-49ac-a6e1-f61ffeb4ddbe
0f15a410-00df-4217-89fe-6faa6bac428a,Anderson Services Inc,anderson.services.inc880@gmail.com,(703) 818-9741,Seattle,3363,USD,2024-10-22,Youth Development,Future of Seattle Youth Development,2a28c276-e60c-4ee9-8534-a97fdcb3b758
48adc8d5-8a63-46a9-a8e4-500193952c48,Nancy Perez,nancy.perez944@aol.com,(313) 960-3011,Austin,4064,USD,2025-08-17,Housing,Housing Relief for Austin,51a38d63-3aa1-49ad-b465-2430ce2449ef
19e7719d-355e-483a-994e-2f042ac63c14,Betty Nelson,betty.nelson@gmail.com,(206) 345-2707,Portland,4585,USD,2025-09-05,Education,Portland Education Program,3cda5b14-f998-447e-893f-22037fd2fa91
dd15613e-47d1-4c8d-8198-ef69b956b315,Justin Ortiz,justin.ortiz260@outlook.com,(818) 513-5142,Los Angeles,574,USD,2025-09-03,Children's Services,Los Angeles Community Children's Services Relief Effort,994fc8f8-455f-444b-aa05-6b4f37873176
62bb4964-9925-4a4c-955a-6af66caebcca,Kenneth Johnson,kenneth.johnson@aol.com,(818) 952-2568,Charlotte,2659,USD,2025-07-30,Food Security,Charlotte Community Food Security Initiative,bb2fe338-914d-449f-be34-5ee715788638
85027fcd-26bf-46f5-950d-9ef82c607460,Karen Parker,karen.parker297@icloud.com,(404) 794-6621,Virginia Beach,3460,USD,2025-09-16,Animal Welfare,Virginia Beach Animal Welfare Campaign,203c0a9b-d04c-4660-a883-bfc1b294885d
07796b23-46eb-42e0-b900-63e97cea4567,Wright Corp,wright.corp@hotmail.com,(313) 120-3259,El Paso,1886,USD,2025-10-06,Civil Rights,El Paso Community Civil Rights Relief Effort,75d887f1-5145-422d-9bb2-0afd4a4554c4
3aaaf8f4-5de0-4b8e-a088-401c1bb4735c,Daniel Martin,daniel.martin@hotmail.com,(310) 853-5202,Kansas City,3890,USD,2024-09-24,Arts & Culture,Arts & Culture Relief for Kansas City,72fa3380-f643-4b4a-9844-24f6b72445db
209fdfbb-5c3e-4835-880c-ad1f21b2bc5d,Rogers Group LLC,rogers.group.llc279@outlook.com,(713) 905-8629,New Orleans,536,USD,2025-03-06,Disaster Relief,Emergency Fund for New Orleans Disaster Relief,9cddfbbb-cdcd-4b74-9dc1-3071d11129ac
ddca1f13-ef5c-46f8-95de-bbce08c2ea88,Martin Charitable Foundation,martin.charitable.foundation@icloud.com,(305) 158-8886,Washington DC,3588,USD,2025-05-02,Children's Services,Washington DC Children's Services Project,21ce22b4-ab41-4ff6-b86f-1501b7d36f05
be733c95-64a7-458e-b196-7c5e2ee6e6b9,Roberts Memorial Foundation,roberts.memorial.foundation508@outlook.com,(323) 248-7942,Wichita,4704,USD,2024-09-11,Environment,Help Build Wichita Environment,452a6191-9dae-49bf-80a7-eb2b032df6c5
42001e04-1e17-455f-8676-1752985c510a,Lopez Trust,lopez.trust244@gmail.com,(214) 374-6259,Seattle,1771,USD,2025-05-17,Veterans Support,Emergency Fund for Seattle Veterans Support,03742255-da0d-4a11-a888-6377c6f2bd97
68f1a4c9-4cf3-48dc-9783-0ca2df4730b7,Christopher Hall,christopher.hall@yahoo.com,(703) 540-4579,Milwaukee,1976,USD,2025-10-10,Housing,Milwaukee Housing Fund,103cfff3-6bbf-48fb-bccf-0afad33ae580
fe516a51-5e7e-4c12-8e17-f58476706d89,Rivera Trust,rivera.trust329@aol.com,(312) 405-5235,Chicago,1823,USD,2025-10-20,Religious Activities,Religious Activities Relief for Chicago,f632e85c-31ed-49e4-8bd5-b7ff6ba4487b
5edcec2e-9d49-4baf-9bd5-5d12ee4b0d9c,Smith Associates,smith.associates763@gmail.com,(818) 292-1984,Houston,3087,USD,2025-10-23,Healthcare,Build Better Houston Healthcare,da1d818e-b3b7-4ece-a7ed-00fafbd42f55
9d290645-610e-4dda-a94a-7f3ecdfe14ad,Clark Trust,clark.trust97@aol.com,(916) 686-2871,Indianapolis,1626,USD,2025-01-31,Animal Welfare,Indianapolis Community Animal Welfare Program,e10a95f1-80ed-4391-86f3-b187ba110167
c9bd26e8-f4b0-4f78-83e0-824ebaa25088,Christopher Stewart,christopher.stewart599@yahoo.com,(212) 529-9407,El Paso,3416,USD,2025-08-09,Arts & Culture,Emergency Arts & Culture Foundation,1b5d297b-6280-48ae-a376-93dbd198e4a6
57beea0c-1f48-446a-9663-27e4dec346e0,Nguyen Research Foundation,nguyen.research.foundation26@gmail.com,(212) 212-6381,El Paso,2847,USD,2025-02-07,Arts & Culture,Arts & Culture Relief for El Paso,926d0314-0b70-433c-8500-f7f56280ff22
dd5b390a-e8c9-4855-8236-a36524176b4a,Rodriguez Charitable Foundation,rodriguez.charitable.foundation@yahoo.com,(202) 290-3574,Baltimore,675,USD,2024-09-10,Education,Rebuild Education Campaign,614b55d4-eedf-4e5d-9f3c-903b16e9cd45
b0c299f2-2ff2-4a94-a5f5-fea6b2a2d1b7,Christopher Stewart,christopher.stewart599@yahoo.com,(212) 529-9407,Denver,2280,USD,2025-06-28,Religious Activities,Future of Denver Religious Activities,1b5d297b-6280-48ae-a376-93dbd198e4a6
dfffdf8d-3f91-418e-9d0e-c9245dc9f5c9,Roberts Global Inc,roberts.global.inc619@gmail.com,(949) 828-8288,Baltimore,3897,USD,2024-08-20,Education,Rebuild Education Campaign,2c3562be-68a4-4981-b060-a46471790cf7
fde419df-d453-42d8-89a1-24f48ad35a49,Susan Moore,susan.moore@gmail.com,(206) 799-2129,Portland,2462,USD,2025-10-05,International Aid,Portland Community International Aid Fund,90837196-d7a0-4f0f-9998-fb989bdf949e
990a9e3f-d750-4116-9b00-094c5283c511,Collins Industries,collins.industries@aol.com,(305) 624-6553,Jacksonville,2762,USD,2024-07-10,Education,Jacksonville Community Education Fund,657f2ef5-ebfb-4b00-91f1-f7dbbd94dd86
a765e786-7d44-4a88-abfd-582cb3059346,Morgan Foundation,morgan.foundation@icloud.com,(713) 351-5075,Colorado Springs,898,USD,2025-05-11,Environment,Colorado Springs Environment Fund,379f2edf-dd98-439d-9c88-96a9d043d9bf
5b491f94-cf1b-4ca7-84e7-97aeebc99c44,Garcia Community Foundation,garcia.community.foundation471@hotmail.com,(617) 171-1077,Los Angeles,2360,USD,2025-06-27,Community Development,Community Development Relief for Los Angeles,288db2c8-541f-491f-affe-f6fcb9eb9d71
f3d14818-227d-46e9-ae0a-fb76bb31cd58,Joshua Allen,joshua.allen@outlook.com,(206) 346-9952,Fort Worth,816,USD,2025-06-16,International Aid,International Aid Relief for Fort Worth,7e84315c-4694-4ce9-869d-a906d5673727
17adfd92-fccd-4144-9490-e38b82ca08e5,Rivera Services Inc,rivera.services.inc@icloud.com,(202) 989-1419,Austin,2537,USD,2025-08-19,Housing,Housing Relief for Austin,2204c741-7c73-4f10-9469-7ec9854e0459
925dc81f-5fd3-4e80-a0f1-f9f0b63725c9,Sarah Cruz,sarah.cruz579@aol.com,(510) 285-3471,Fresno,418,USD,2025-04-15,Mental Health,Fund the Mental Health Fund,877e893f-42fd-46ae-9634-d66c6ceac5c5
6f0de84a-ccb5-4518-b8e5-5f9d58553208,Green International,green.international@gmail.com,(510) 461-1959,Dallas,342,USD,2025-04-07,Arts & Culture,Dallas Community Arts & Culture Foundation,344261d0-fc8f-4fa2-8860-d7fb4281f7c4
fd38d845-841c-484e-835b-15c33366a951,Deborah Lewis,deborah.lewis@gmail.com,(415) 719-2795,Seattle,1074,USD,2025-04-21,Youth Development,Future of Seattle Youth Development,58b25489-40a9-42bd-be8d-367bcdf5571b
4c63881e-f804-42e0-8b78-f80659859c36,Mitchell Industries,mitchell.industries352@aol.com,(650) 507-7039,Jacksonville,970,USD,2025-08-19,Research & Development,Support Local Jacksonville Research & Development,b9a92411-cce8-48ec-93ff-a1c4b30a7964
d6e47195-78bd-4e16-b21c-c8ab84b3161a,Cooper Research Foundation,cooper.research.foundation342@yahoo.com,(202) 804-1653,San Diego,1429,USD,2025-05-27,Healthcare,Emergency Fund for San Diego Healthcare,6321c4e0-fcf6-4301-9b52-2b82e8cdc9e5
db8a9cd5-3116-40f6-81a2-4a65d670f173,Green Community Foundation,green.community.foundation107@aol.com,(704) 235-7248,San Antonio,556,USD,2025-01-31,Healthcare,San Antonio Healthcare Program,d83a9dcb-a1c6-4dba-8cfb-5788495cb4ab
d2c01aed-7704-4782-8b0b-0fb6b38dcdc9,Lopez Community Foundation,lopez.community.foundation115@icloud.com,(916) 599-9264,San Diego,4427,USD,2025-05-21,Healthcare,Emergency Fund for San Diego Healthcare,ae5da56f-346f-4f2b-a3de-9ce030a52c71
7f6cb9e4-1269-4f55-83b1-5a9fe04ba184,Eric Walker,eric.walker@outlook.com,(206) 930-5051,New Orleans,4249,USD,2024-07-08,Animal Welfare,Emergency Fund for New Orleans Animal Welfare,0774b0c8-3af9-4a35-9dc2-13310a77193b
f6ba649a-ea36-4072-bf8c-8822ab9d9f18,White Family Foundation,white.family.foundation205@outlook.com,(214) 314-1501,Denver,107,USD,2025-01-17,Food Security,Restore Denver Food Security,768b031f-da3f-49c2-9aa7-db5861b9a17b
714fd2d6-6ccd-4a07-94bd-5fb34f834341,Barbara Phillips,barbara.phillips447@outlook.com,(617) 285-2676,Indianapolis,608,USD,2025-08-19,Youth Development,Indianapolis Community Youth Development Campaign,acd97db0-b5cd-4efe-a0ad-c0473af4cbea
2ff38b2c-cc99-45d7-9fd0-5a57c081c486,Ruth Murphy,ruth.murphy726@gmail.com,(617) 634-3799,Denver,2358,USD,2024-11-16,Animal Welfare,Denver Animal Welfare Program,44a2e7f7-4e9d-4df9-b572-cc7b62498fd3
59055647-2474-4839-9f55-ab07335bba5d,Richard Walker,richard.walker@aol.com,(212) 555-5704,Chicago,2551,USD,2025-05-18,Civil Rights,Annual Civil Rights Drive,f2a91614-e719-400f-8287-179c37001c32
0cf8d7ae-2b07-4fbc-b9ee-b800b78c9397,Kimberly Ramirez,kimberly.ramirez@outlook.com,(415) 655-3769,Houston,3223,USD,2025-10-22,Healthcare,Build Better Houston Healthcare,313a1e4d-4391-4ace-a169-6b5eb7ae79c2
bdcee11c-1d38-400f-82b6-b31b81e57e51,Lopez Trust,lopez.trust244@gmail.com,(214) 374-6259,Colorado Springs,391,USD,2025-05-03,Environment,Colorado Springs Environment Fund,03742255-da0d-4a11-a888-6377c6f2bd97
7e18a7aa-dcd0-43ec-9c7c-2689df0f757d,Morgan Financial Services,morgan.financial.services999@yahoo.com,(305) 278-3722,Indianapolis,3325,USD,2025-10-27,Food Security,Emergency Fund for Indianapolis Food Security,66f5d877-09e6-49c4-a089-c5303cf397fc
1f4bb577-4416-4799-8087-822833029532,Morgan Foundation,morgan.foundation@icloud.com,(713) 351-5075,New Orleans,4842,USD,2025-05-09,Children's Services,Annual New Orleans Children's Services,379f2edf-dd98-439d-9c88-96a9d043d9bf
c5a0e658-ab25-4bfc-a357-6ebd415d92ce,Donald Reyes,donald.reyes888@yahoo.com,(310) 519-4036,Baltimore,658,USD,2025-10-07,Veterans Support,Fund the Veterans Support Relief Effort,ada4d1cb-cb54-4c6b-b2fb-de57606a075b
3560f885-c4a7-4417-9491-9895352bfd36,Evans Services Inc,evans.services.inc@icloud.com,(323) 828-6138,Atlanta,1763,USD,2025-03-31,Community Development,Atlanta Community Development Fund,08ab2daf-d8b3-4b53-aab6-d0fd255df47e
6fcc3c60-0fea-4bf2-bc52-aab042367180,Smith Memorial Foundation,smith.memorial.foundation184@outlook.com,(310) 647-4325,El Paso,2286,USD,2025-01-18,Arts & Culture,Arts & Culture Relief for El Paso,ca99310b-1a86-4d21-988c-884c7de39b4b
2f76b8b9-9e40-4541-9e39-6a56ef55b9a0,Garcia Corp,garcia.corp939@yahoo.com,(415) 508-8094,New Orleans,4754,USD,2025-01-22,Disaster Relief,Emergency Fund for New Orleans Disaster Relief,211429f2-4b94-445a-87b5-0c9da43213f8
58f70987-7494-4770-b8e4-9a8af88b84f4,Paul Miller,paul.miller@gmail.com,(310) 132-8992,Seattle,4028,USD,2024-12-17,Youth Development,Future of Seattle Youth Development,4f7e8800-4500-4e92-8494-99bcb634fe4f
0572a8d6-b91e-44fc-b077-e3394fcd7d40,Wright Scholarship Foundation,wright.scholarship.foundation@aol.com,(212) 847-6934,Washington DC,1880,USD,2024-11-04,Children's Services,Children's Services Relief for Washington DC,ea5ac616-2abf-475f-9ac6-8664c6a96bae
576b7a22-1b9a-417d-ad24-81f731defe6d,William Harris,william.harris@aol.com,(703) 416-8514,San Francisco,4703,USD,2024-03-11,Arts & Culture,San Francisco Community Arts & Culture Foundation,e621845c-09f6-4953-b9d8-b764ec382db3
f0ab6c3b-fcc8-4a77-b4a7-63820d8b5578,Miller Foundation,miller.foundation367@gmail.com,(713) 977-1540,New Orleans,321,USD,2025-01-22,Community Development,New Orleans Community Development Relief Effort,20e27922-37ba-4c00-89aa-a82789a8d70a
7b1e4dba-be7d-45ce-b94f-2fee5fee1b7c,Hall Charitable Foundation,hall.charitable.foundation@outlook.com,(650) 544-2466,Baltimore,3774,USD,2025-09-02,Veterans Support,Fund the Veterans Support Relief Effort,b771e64e-9a85-410f-b197-13e20c6e3703
aacf791e-c581-402a-8945-4de72ee0d601,Davis Health Foundation,davis.health.foundation@hotmail.com,(703) 751-4833,Charlotte,1706,USD,2025-03-10,Environment,Charlotte Environment Fund,b72d6557-6e0c-49e6-84ff-4523513e09e7
c9d5322c-1411-4e85-96ed-ef86151a81b0,Lopez Trust,lopez.trust244@gmail.com,(214) 374-6259,Memphis,4332,USD,2025-08-25,Healthcare,Restore Memphis Healthcare,03742255-da0d-4a11-a888-6377c6f2bd97
12baa2c5-5699-4b3a-bb5b-0e2425a0f852,Kevin Nguyen,kevin.nguyen624@aol.com,(650) 966-6714,San Diego,1067,USD,2024-12-15,Healthcare,San Diego Healthcare Program,674c865a-8fba-4da6-aad8-4a7284eb84fb
72d96ed1-ac6a-45b7-859d-d45a0aaaa6a6,Walker Corp,walker.corp@hotmail.com,(404) 251-6515,Las Vegas,2791,USD,2025-09-08,Animal Welfare,Las Vegas Community Animal Welfare Support Network,7a526171-df34-4e76-b702-9804c2e8f326
d6c8be08-7e9e-4043-8b8f-3485c1f004bc,Adams Memorial Foundation,adams.memorial.foundation318@outlook.com,(313) 496-8690,San Jose,140,USD,2025-04-18,Education,Annual Education Relief Effort,877d51bd-e764-4eca-8b3f-c364548b0847
50bda335-4704-433f-820b-c1b0450bae70,Morales Family Foundation,morales.family.foundation410@outlook.com,(949) 100-8434,Denver,3558,USD,2025-01-03,Food Security,Restore Denver Food Security,780a3d37-81d6-4b79-ad56-acd039613df4
549ce741-2d2a-4599-88c6-a35a34492a69,Lopez Community Foundation,lopez.community.foundation115@icloud.com,(916) 599-9264,Los Angeles,1982,USD,2025-10-26,Children's Services,Los Angeles Community Children's Services Relief Effort,ae5da56f-346f-4f2b-a3de-9ce030a52c71
d837aea1-b202-4c03-b9fd-a8393e520faa,Nguyen Solutions LLC,nguyen.solutions.llc@outlook.com,(818) 952-6254,San Antonio,263,USD,2025-03-10,Healthcare,San Antonio Healthcare Program,bdf3a92b-bf9b-4097-8c47-cf84cd1551d3
1fbde128-637e-4ac6-8127-6ea9a791f2fb,Baker Community Foundation,baker.community.foundation642@hotmail.com,(312) 908-5252,San Jose,728,USD,2025-12-03,Education,Annual Education Relief Effort,d3dcb54d-6ce1-49d4-bc9f-b46655137b76
68a215fc-cf6c-48a1-98b0-6b7cf7c37885,Rogers Enterprises,rogers.enterprises@gmail.com,(404) 903-8414,New Orleans,2225,USD,2025-08-09,Animal Welfare,Emergency Fund for New Orleans Animal Welfare,40588ea5-3ed8-42da-b85e-806255e06e31
33e5682c-e663-44b5-a085-b74fb5aadd5d,Anderson Research Foundation,anderson.research.foundation@icloud.com,(650) 166-8488,Denver,1918,USD,2025-05-18,Education,Education Relief for Denver,e6787d8c-e4b9-4759-b401-9e48f0a529ea
60f18857-2d95-44b1-bc8c-390e0857e0cb,Mitchell Financial Services,mitchell.financial.services@icloud.com,(916) 653-2499,Minneapolis,313,USD,2025-08-14,Civil Rights,Minneapolis Civil Rights Program,bc565696-d356-41f6-a7ef-544755ce255e
06829599-8f11-4c81-ba5e-ec47ec95ad08,Cruz Scholarship Foundation,cruz.scholarship.foundation906@outlook.com,(313) 199-7938,San Antonio,4956,USD,2025-03-09,Healthcare,San Antonio Healthcare Program,a7af4405-0ea6-4719-bdc0-34c1f59d239d
3444fd17-8f51-4900-bb2b-64e87394772b,Kevin White,kevin.white486@outlook.com,(212) 212-3707,Indianapolis,4310,USD,2025-11-18,Food Security,Emergency Fund for Indianapolis Food Security,13728bd7-890d-4dba-accb-e985937fd897
c6da6b69-82c0-4e3c-9e1e-16912fd22d35,Robinson Family Foundation,robinson.family.foundation997@outlook.com,(212) 222-1929,Denver,2224,USD,2025-07-12,Education,Education Relief for Denver,46c52612-8543-49ac-a6e1-f61ffeb4ddbe
805687cf-06d1-4228-8771-92295acbbb22,Baker Community Foundation,baker.community.foundation642@hotmail.com,(312) 908-5252,Chicago,3687,USD,2025-06-08,Civil Rights,Annual Civil Rights Drive,d3dcb54d-6ce1-49d4-bc9f-b46655137b76
309507b8-3ac2-4e3f-b792-b5d7a6578101,Morris Associates,morris.associates@outlook.com,(713) 531-6887,Fresno,3369,USD,2025-04-17,Mental Health,Fund the Mental Health Fund,2d8b51a1-be86-4877-a3c0-ccb386ac7754
18c48e62-d087-4edc-a957-b79fed680711,Gutierrez Charitable Foundation,gutierrez.charitable.foundation189@hotmail.com,(212) 158-5713,Houston,3390,USD,2025-03-30,Veterans Support,Support Local Houston Veterans Support,6200a3a0-1128-4a0a-8e8a-84daaa41a1a0
df1b9331-fbe8-4648-aba8-c573bf2bdbd4,Sandra Moore,sandra.moore@outlook.com,(704) 990-2709,Baltimore,4790,USD,2025-09-01,Veterans Support,Fund the Veterans Support Relief Effort,2b7fb609-5dba-4c2b-a4e4-08099f80eda9
3027212c-6f80-4574-a89e-6130f77d0cf6,Rodriguez Charitable Foundation,rodriguez.charitable.foundation@yahoo.com,(202) 290-3574,Washington DC,2598,USD,2025-04-20,Children's Services,Washington DC Children's Services Project,614b55d4-eedf-4e5d-9f3c-903b16e9cd45
e687ea78-a777-41f1-8352-0300d3ae75b1,Adams Trust,adams.trust@gmail.com,(404) 760-7775,San Diego,1280,USD,2025-04-17,Healthcare,Emergency Fund for San Diego Healthcare,2d8d991c-20aa-4035-a1c3-96d2c3f13cbf
da26fac3-259c-47a2-8d9e-23df2d3d8c02,Cruz Consulting,cruz.consulting457@gmail.com,(310) 246-6068,Cleveland,304,USD,2025-06-28,Poverty Alleviation,Poverty Alleviation Relief for Cleveland,3102a91a-0f32-49ab-ba9c-e01bd783d9d3
376193d0-c11b-425a-b234-4c6e5d696cac,Brown Scholarship Foundation,brown.scholarship.foundation@gmail.com,(310) 685-7924,Chicago,2407,USD,2025-10-11,Religious Activities,Religious Activities Relief for Chicago,7febbcb4-0bc6-448d-8c1e-d57a25f1ec0d
b4d84e2e-b308-4c5a-ad5f-0f415845f6ee,Barbara Phillips,barbara.phillips447@outlook.com,(617) 285-2676,Jacksonville,3341,USD,2024-05-25,Education,Jacksonville Community Education Fund,acd97db0-b5cd-4efe-a0ad-c0473af4cbea
157e2526-3383-4cca-89ff-2ac3a914effb,Brown Partners,brown.partners@hotmail.com,(415) 176-7564,Chicago,3532,USD,2025-10-20,Religious Activities,Religious Activities Relief for Chicago,b5f2fa68-1dee-474b-ab2a-58e3014ff973
781ab0bb-2676-49ea-9e8c-d2e6f64a3ebc,William Harris,william.harris@aol.com,(703) 416-8514,Baltimore,4497,USD,2025-06-19,Veterans Support,Fund the Veterans Support Relief Effort,e621845c-09f6-4953-b9d8-b764ec382db3
d7f6af73-7ccc-4dae-bf28-de864592d503,Jeffrey Lewis,jeffrey.lewis831@aol.com,(713) 723-9182,Denver,2258,USD,2025-06-14,Education,Education Relief for Denver,9148610c-bc5d-4e7e-ae32-368268b7a73c
f545a3a6-a9e5-4438-82e2-ba49b372cc85,Joshua Allen,joshua.allen@outlook.com,(206) 346-9952,Louisville,2534,USD,2024-12-16,Research & Development,Research & Development Relief for Louisville,7e84315c-4694-4ce9-869d-a906d5673727
34c9c02e-7de3-456c-90db-aeb7537d1c7d,Baker Educational Foundation,baker.educational.foundation@hotmail.com,(818) 173-3962,Denver,3323,USD,2025-01-03,Food Security,Restore Denver Food Security,1d96ebd7-b34b-4275-815c-7a974dc9f241
61a1eac9-cd21-48a6-9de9-4d6ace1f1d19,Karen Parker,karen.parker297@icloud.com,(404) 794-6621,Fresno,1294,USD,2025-04-05,Children's Services,Children's Services Relief for Fresno,203c0a9b-d04c-4660-a883-bfc1b294885d
2d747af2-83f5-4f39-ab9a-cf4e8dd6d4f3,Rogers Associates,rogers.associates483@icloud.com,(949) 560-4489,Charlotte,4474,USD,2025-05-22,Food Security,Charlotte Community Food Security Initiative,06d43852-59e6-48c2-9618-0c0992f27cc3
75f007b8-d282-42b1-99f4-031f88dc9252,James Jackson,james.jackson@hotmail.com,(704) 194-3923,San Francisco,2395,USD,2025-04-08,Arts & Culture,San Francisco Community Arts & Culture Relief Effort,714956f8-ee58-4166-96a2-0f9fdb3f896a
39b03f6a-96a5-4afb-a847-8e9f4f58a25a,Perez Community Foundation,perez.community.foundation662@yahoo.com,(310) 546-5535,Jacksonville,1424,USD,2024-09-05,Education,Jacksonville Community Education Fund,1dc483c7-d902-44b8-a360-ba102da320a8
28a078b6-1362-479d-9215-6fb9885c6ccd,Gomez Educational Foundation,gomez.educational.foundation693@gmail.com,(312) 294-2572,Fort Worth,4301,USD,2025-06-13,International Aid,International Aid Relief for Fort Worth,f81b6f79-9185-485e-9a32-44e385287b2b
